AÑO;CODIGO;DISTRITO;MUNICIPALIDAD;PROVINCIA;REGION;UBIGEO;AÑOS DE EDUCACION;CANON MINERO;ESPERANZA DE VIDA;FUNDICION;IDH;INGRESO FAMILIAR;MINERIA NO METALICA;MINERIA SUBTERRANEA;POBLACION 18 AÑOS;POBLACION;REFINERIA;TOTAL DE TRANSFERENCIAS
2004;01-300078;BAGUA GRANDE;  MUNICIPALIDAD PROVINCIAL DE UTCUBAMBA - BAGUA GRANDE;UTCUBAMBA;AMAZONAS;010701;6.518760008;45596.44;71.56172893;;0.283254174;238.8299224;1;;38.51505969;52869;;45596.44
2004;01-300097;AIJA;  MUNICIPALIDAD PROVINCIAL DE AIJA;AIJA;ANCASH;020201;8.323634955;72529.14;68.41385328;;0.312009544;248.7213953;;1;51.90864237;2251;;72529.14
2004;08-300117;HUALLANCA;  MUNICIPALIDAD DISTRITAL DE HUALLANCA;BOLOGNESI;ANCASH;020508;7.499865325;247424.71;70.3096278;;0.292536877;250.7720866;;1;36.00398414;8279;;247424.71
2004;07-300131;PARIAHUANCA;  MUNICIPALIDAD DISTRITAL DE PARIAHUANCA;CARHUAZ;ANCASH;020607;4.929944782;461336.95;67.49977755;;0.25596235;240.8425149;1;;36.85769916;1520;;461336.95
2004;07-300156;HUACHIS;  MUNICIPALIDAD DISTRITAL DE HUACHIS;HUARI;ANCASH;021007;4.013146354;173674.41;67.192004;;0.217565995;183.2739834;;1;41.96496024;4118;;173674.41
2004;19-300349;SAN JUAN DE TARUCANI;  MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TARUCANI;AREQUIPA;AREQUIPA;040119;5.043854958;35110.31;70.22013875;;0.292199107;297.6489134;1;;44.83119864;2180;;35110.31
2004;24-300354;UCHUMAYO;  MUNICIPALIDAD DISTRITAL DE UCHUMAYO;AREQUIPA;AREQUIPA;040124;10.21604216;123568.22;72.01257313;;0.441244842;430.4058815;1;;78.87886866;9654;;123568.22
2004;28-300358;YURA;  MUNICIPALIDAD DISTRITAL DE YURA;AREQUIPA;AREQUIPA;040128;7.832365933;158526.19;71.9565851;;0.383302157;333.2572927;1;;83.3678034;12984;;158526.19
2004;07-300366;QUILCA;  MUNICIPALIDAD DISTRITAL DE QUILCA;CAMANA;AREQUIPA;040207;7.655028164;19334.83;71.2228009;;0.389490065;381.3060289;1;;72.75118007;1043;;19334.83
2004;08-300375;CHAPARRA;  MUNICIPALIDAD DISTRITAL DE CHAPARRA;CARAVELI;AREQUIPA;040308;9.006339472;118837.44;71.38272675;;0.374094058;358.1551801;;1;53.09996325;2876.5;;118837.44
2004;09-300376;HUANUHUANU;  MUNICIPALIDAD DISTRITAL DE HUANUHUANU;CARAVELI;AREQUIPA;040309;7.812193106;133846.39;69.29290198;;0.340725792;298.9652941;;1;62.07780109;2294;;133846.39
2004;09-300389;ORCOPAMPA;  MUNICIPALIDAD DISTRITAL DE ORCOPAMPA;CASTILLA;AREQUIPA;040409;8.910435881;646269.06;69.67608195;;0.358290518;351.6109576;;1;46.38193363;7676;;646269.06
2004;04-300398;CALLALLI;  MUNICIPALIDAD DISTRITAL DE CALLALLI;CAYLLOMA;AREQUIPA;040504;5.875495366;50665.16;67.78961679;;0.320841723;308.2410503;1;;64.79325672;2882.5;;50665.16
2004;16-300410;TAPAY;  MUNICIPALIDAD DISTRITAL DE TAPAY;CAYLLOMA;AREQUIPA;040516;3.793906202;14477.63;67.68478094;;0.293401153;285.0050039;;1;99.94744034;754.5;;14477.63
2004;03-300417;CAYARANI;  MUNICIPALIDAD DISTRITAL DE CAYARANI;CONDESUYOS;AREQUIPA;040603;7.08149841;96212.73;65.69757159;;0.276194683;287.361384;;1;32.22530423;4246;;96212.73
2004;06-300420;RIO GRANDE;  MUNICIPALIDAD DISTRITAL DE RIO GRANDE;CONDESUYOS;AREQUIPA;040606;8.498396897;79694.59;71.52255723;;0.401485844;368.2584756;;1;81.11302818;4683.5;;79694.59
2004;06-300513;OYOLO;  MUNICIPALIDAD DISTRITAL DE OYOLO;PAUCAR DEL SARA SARA;AYACUCHO;050806;5.221957451;644;71.23723455;;0.157463733;145.2441283;;1;5.61247774;1148;;644
2004;05-300533;CANARIA;  MUNICIPALIDAD DISTRITAL DE CANARIA;VICTOR FAJARDO;AYACUCHO;051005;7.042675126;1953;69.50989755;;0.247817237;185.5012833;;1;30.66783777;3850.5;;1953
2004;08-300604;YONAN;  MUNICIPALIDAD DISTRITAL DE YONAN;CONTUMAZA;CAJAMARCA;060508;7.376708185;451758.77;71.46803678;;0.341080277;315.1293833;1;;53.51301292;7823.5;;451758.77
2004;09-300674;SEXI;  MUNICIPALIDAD DISTRITAL DE SEXI;SANTA CRUZ;CAJAMARCA;061309;6.348242164;37437.16;69.5447028;;0.263362675;170.2976356;1;;66.10527034;524.5;;37437.16
2004;07-300746;SUYCKUTAMBO;  MUNICIPALIDAD DISTRITAL DE SUYCKUTAMBO;ESPINAR;CUSCO;080807;3.62975743;;66.17741225;;0.190138948;153.2569924;;1;35.74250107;3107;;134432.06
2004;06-300797;HUACHOCOLPA;  MUNICIPALIDAD DISTRITAL DE HUACHOCOLPA;HUANCAVELICA;HUANCAVELICA;090106;6.48977444;3625.76;64.96795985;;0.219740372;172.6782284;;1;25.12367903;3082.5;;3625.76
2004;04-300820;CCOCHACCASA;  MUNICIPALIDAD DISTRITAL DE CCOCHACCASA;ANGARAES;HUANCAVELICA;090304;4.611635658;5247.51;66.5337201;;0.192271449;137.7867487;;1;32.71474816;3953.5;;5247.51
2004;09-300850;SAN PEDRO DE CORIS;  MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CORIS;CHURCAMPA;HUANCAVELICA;090509;6.990049416;9160.77;68.329944;;0.217291149;131.2613067;;1;36.88756982;6357.5;;9160.77
2004;03-300887;CHINCHAO;  MUNICIPALIDAD DISTRITAL DE CHINCHAO;HUANUCO;HUANUCO;100103;2.975329703;;69.0669942;;0.152658416;141.6637018;1;;15.25687669;25527;;0
2004;07-300952;SAN MIGUEL DE CAURI;  MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE CAURI;LAURICOCHA;HUANUCO;101007;6.408375866;;69.43172854;;0.234155895;165.575553;;1;33.05409519;9632.5;;0
2004;03-300976;CHAVIN;  MUNICIPALIDAD DISTRITAL DE CHAVIN;CHINCHA;ICA;110203;7.55971394;3091.38;71.4800923;;0.319481712;305.6564391;;1;37.98293771;952.5;;3091.38
2004;05-300989;VISTA ALEGRE;  MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE;NASCA;ICA;110305;8.922275931;212138.17;73.1515574;;0.399900248;357.6529166;;1;74.52953575;13475.5;;212138.17
2004;05-300999;PARACAS;  MUNICIPALIDAD DISTRITAL DE PARACAS;PISCO;ICA;110505;10.0308457;64416.33;74.45346293;;0.386469142;348.1729787;1;;52.65268335;2733;1;64416.33
2004;07-301001;SAN CLEMENTE;  MUNICIPALIDAD DISTRITAL DE SAN CLEMENTE;PISCO;ICA;110507;8.581168849;81692.15;74.12418938;;0.379861093;345.2227556;1;;59.57808701;18894.5;;81692.15
2004;12-301010;COLCA;  MUNICIPALIDAD DISTRITAL DE COLCA;HUANCAYO;JUNIN;120112;7.21053837;4091;70.7842383;;0.314272;232.5061671;1;;69.61712245;2118;;4091
2004;06-301051;VITOC;  MUNICIPALIDAD DISTRITAL DE VITOC;CHANCHAMAYO;JUNIN;120306;7.704214003;5185.72;72.04482703;;0.331348224;285.2615981;;1;51.2406814;4086;;5185.72
2004;06-301057;CURICACA;  MUNICIPALIDAD DISTRITAL DE CURICACA;JAUJA;JUNIN;120406;6.69661373;12649.95;70.7113439;;0.307885268;240.3116545;1;;62.49195266;1893.5;;12649.95
2004;05-301102;LA UNION;  MUNICIPALIDAD DISTRITAL DE LA UNION;TARMA;JUNIN;120705;7.046333328;52530.46;69.8921979;;0.325710395;270.8189197;1;;63.46977007;4659.5;;52530.46
2004;01-301108;LA OROYA;  MUNICIPALIDAD PROVINCIAL DE YAULI - LA OROYA;YAULI;JUNIN;120801;10.23307207;269090.72;72.6811581;1;0.433128149;413.9162589;;;74.86920951;24569.5;;269090.72
2004;03-301110;HUAY-HUAY;  MUNICIPALIDAD DISTRITAL DE HUAY - HUAY;YAULI;JUNIN;120803;9.340760457;24612.21;69.9908159;;0.333728754;288.7051631;;1;44.59190121;1942;;24612.21
2004;04-301111;MARCAPOMACOCHA;  MUNICIPALIDAD DISTRITAL DE MARCAPOMACOCHA;YAULI;JUNIN;120804;7.562397646;16613.7;69.9790998;;0.312719994;255.9124269;1;;52.98358778;1296;;16613.7
2004;10-301117;YAULI;  MUNICIPALIDAD DISTRITAL DE YAULI;YAULI;JUNIN;120810;9.885781326;86205.32;72.06839858;;0.409938017;374.0053404;1;1;71.68337034;6365;;86205.32
2004;01-301171;SAN PEDRO DE LLOC;  MUNICIPALIDAD PROVINCIAL DE PACASMAYO - SAN PEDRO DE LLOC;PACASMAYO;LA LIBERTAD;130701;9.66053258;59511.3;74.16125995;;0.402498565;365.1317824;1;;64.33606345;16910.5;;59511.3
2004;09-301184;PATAZ;  MUNICIPALIDAD DISTRITAL DE PATAZ;PATAZ;LA LIBERTAD;130809;7.090843582;400818.35;69.93870498;;0.258233875;225.3621101;;1;23.8135417;7085;;400818.35
2004;02-301206;LUCMA;  MUNICIPALIDAD DISTRITAL DE LUCMA;GRAN CHIMU;LA LIBERTAD;131102;4.869878122;25748.12;72.25623225;;0.214940777;204.0722127;1;;16.94941274;5052;;25748.12
2004;03-301211;GUADALUPITO;  MUNICIPALIDAD DISTRITAL DE GUADALUPITO;VIRU;LA LIBERTAD;131203;5.600040704;15367.4;73.70143148;;0.295599194;264.348324;1;;43.7844372;4818;;15367.4
2004;04-301235;MANUEL ANTONIO MESONES MURO;  MUNICIPALIDAD DISTRITAL DE MANUEL ANTONIO MESONES MURO;FERREÑAFE;LAMBAYEQUE;140204;6.26743082;;69.5169192;;0.313149979;286.6080482;1;;56.09030494;4848.5;;0
2004;06-301255;CARABAYLLO;  MUNICIPALIDAD DISTRITAL DE CARABAYLLO;LIMA;LIMA;150106;11.21167988;53842.57;74.7877161;;0.475801162;497.3928116;1;;73.21316737;182295.5;;53842.57
2004;18-301267;LURIGANCHO;  MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA);LIMA;LIMA;150118;10.40082423;65314.04;74.40167268;;0.47793435;518.9436986;;;76.09264523;148455;1;65314.04
2004;19-301268;LURIN;  MUNICIPALIDAD DISTRITAL DE LURIN;LIMA;LIMA;150119;9.729693935;86673.29;74.56266518;;0.457600429;491.280804;1;;70.7423364;56831;;86673.29
2004;23-301272;PACHACAMAC;  MUNICIPALIDAD DISTRITAL DE PACHACAMAC;LIMA;LIMA;150123;9.552535885;84576.24;74.86293408;;0.438154433;450.9214102;1;;66.45766148;51312.5;;84576.24
2004;43-301292;VILLA MARIA DEL TRIUNFO;  MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO;LIMA;LIMA;150143;9.81532335;126597.06;74.6244045;;0.467410635;508.9076636;1;;74.10652859;357065;;126597.06
2004;02-301312;ASIA;  MUNICIPALIDAD DISTRITAL DE ASIA;CAÑETE;LIMA;150502;8.134639222;6463.7;74.2394974;;0.40830647;446.0110258;1;;57.73602863;5272;;6463.7
2004;05-301315;CHILCA;  MUNICIPALIDAD DISTRITAL DE CHILCA;CAÑETE;LIMA;150505;7.545936799;29867.25;74.43261425;;0.405258168;453.6474475;1;;57.42312058;15265.5;;29867.25
2004;06-301316;COAYLLO;  MUNICIPALIDAD DISTRITAL DE COAYLLO;CAÑETE;LIMA;150506;9.512372258;2763.34;72.4242106;;0.428738309;410.4854397;;1;88.85148759;1050.5;;2763.34
2004;01-301327;HUARAL;  MUNICIPALIDAD PROVINCIAL DE HUARAL;HUARAL;LIMA;150601;7.879572581;208117.37;74.73510488;;0.424119255;460.526746;;1;70.03654025;86607.5;;208117.37
2004;10-301336;SANTA CRUZ DE ANDAMARCA;  MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE ANDAMARCA;HUARAL;LIMA;150610;7.839372412;14709.7;74.19887118;;0.392248168;394.9251079;;1;69.60301491;1143.5;;14709.7
2004;05-301343;CHICLA;  MUNICIPALIDAD DISTRITAL DE CHICLA;HUAROCHIRI;LIMA;150705;5.903900903;33404.2;71.4028465;;0.390768691;491.320308;;1;64.75659887;6649.5;;33404.2
2004;16-301354;SAN ANTONIO;  MUNICIPALIDAD DISTRITAL DE SAN ANTONIO;HUAROCHIRI;LIMA;150716;7.671403821;24392.56;71.60446523;;0.362300552;335.7133476;1;;71.88272046;4344;;24392.56
2004;22-301360;SAN MATEO;  MUNICIPALIDAD DISTRITAL DE SAN MATEO;HUAROCHIRI;LIMA;150722;9.311441235;20435.24;71.4839596;;0.420155491;434.9791599;;1;70.48411314;5129.5;;20435.24
2004;01-301371;HUACHO;  MUNICIPALIDAD PROVINCIAL DE HUAURA;HUAURA;LIMA;150801;6.167106447;67705.6;74.1450075;;0.44403112;561.9696369;1;;83.5145599;55480;;67705.6
2004;01-301383;OYON;  MUNICIPALIDAD PROVINCIAL DE OYON;OYON;LIMA;150901;5.523779427;23278.46;68.82435975;;0.344272798;411.1232922;1;1;56.81933567;11763.5;;23278.46
2004;18-301406;LARAOS;  MUNICIPALIDAD DISTRITAL DE LARAOS;YAUYOS;LIMA;151018;5.907015371;24469.43;67.8517253;;0.351238572;383.5266983;;1;73.34160726;1079.5;;24469.43
2004;08-301494;PUQUINA;  MUNICIPALIDAD DISTRITAL DE PUQUINA;GENERAL SANCHEZ CERRO;MOQUEGUA;180208;7.017256948;729743.36;72.2024945;;0.347023511;311.7810365;1;;64.43071299;3357.5;;729743.36
2004;03-301500;PACOCHA;  MUNICIPALIDAD DISTRITAL DE PACOCHA;ILO;MOQUEGUA;180303;13.08398113;438968.82;73.3378742;1;0.566325588;676.5614232;;;94.98819706;5549.5;1;438968.82
2004;04-301504;HUAYLLAY;  MUNICIPALIDAD DISTRITAL DE HUAYLLAY;PASCO;PASCO;190104;9.424900213;194807.08;72.03936785;;0.347359961;256.7512161;;1;65.80063158;9356.5;;194807.08
2004;08-301508;SAN FRANCISCO DE ASIS DE YARUSYACAN;  MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE ASIS DE YARUSYACAN;PASCO;PASCO;190108;8.057244912;266696.72;71.00302783;;0.293150536;183.3999326;;1;70.89444451;14983;;266696.72
2004;13-301513;YANACANCHA;  MUNICIPALIDAD DISTRITAL DE YANACANCHA;PASCO;PASCO;190113;10.75675732;269666.91;71.10058813;;0.386172337;292.1725641;;1;81.91727899;27162;;269666.91
2004;01-301566;PAITA;  MUNICIPALIDAD PROVINCIAL DE PAITA;PAITA;PIURA;200501;8.565157147;273.71;72.1283012;;0.371202875;343.4055711;1;;60.45897349;65860.5;;2837644.94
2004;02-301567;AMOTAPE;  MUNICIPALIDAD DISTRITAL DE AMOTAPE;PAITA;PIURA;200502;6.203492856;6.42;71.01196118;;0.315380851;274.3912221;1;;57.70763053;2451;;147161.7
2004;01-301587;SECHURA;  MUNICIPALIDAD PROVINCIAL DE SECHURA;SECHURA;PIURA;200801;7.004558994;0.16;69.7266503;;0.317643139;295.3244751;1;;46.56545744;28805.5;;1994105.45
2004;02-301664;ANTAUTA;  MUNICIPALIDAD DISTRITAL DE ANTAUTA;MELGAR;PUNO;210802;6.271007459;1537548.65;65.0867351;;0.259005694;200.1388269;;1;48.90631639;5775;;1537548.65
2004;04-301684;CARACOTO;  MUNICIPALIDAD DISTRITAL DE CARACOTO;SAN ROMAN;PUNO;211104;4.271518167;248095.43;67.98472155;;0.218478675;167.4776658;1;;45.92856169;7105.5;;248095.43
2004;06-301690;QUIACA;  MUNICIPALIDAD DISTRITAL DE QUIACA;SANDIA;PUNO;211206;5.554326832;51298.81;65.3530617;;0.208878502;154.2346832;;1;36.0212133;2251;;51298.81
2004;01-301701;MOYOBAMBA;  MUNICIPALIDAD PROVINCIAL DE MOYOBAMBA;MOYOBAMBA;SAN MARTIN;220101;7.655835762;3697.33;72.83396408;;0.304456117;231.072869;1;;48.22367198;60747.5;;3697.33
2004;04-301753;NUEVA CAJAMARCA;  MUNICIPALIDAD DISTRITAL DE NUEVA CAJAMARCA;RIOJA;SAN MARTIN;220804;6.214694345;8003.49;73.21002625;;0.270315713;201.2480729;1;;43.03393893;33957;;8003.49
2004;02-301760;ALBERTO LEVEAU;  MUNICIPALIDAD DISTRITAL DE ALBERTO LEVEAU;SAN MARTIN;SAN MARTIN;220902;6.297601754;215.04;71.45093565;;0.263550968;194.7602342;1;;42.83799139;1079.5;;215.04
2004;05-301808;SAN JACINTO;  MUNICIPALIDAD DISTRITAL DE SAN JACINTO;TUMBES;TUMBES;240105;7.469428548;;72.20693795;;0.393821059;369.5170166;1;;82.11824199;8009;;289055.04
2005;01-300078;BAGUA GRANDE;  MUNICIPALIDAD PROVINCIAL DE UTCUBAMBA - BAGUA GRANDE;UTCUBAMBA;AMAZONAS;010701;6.518760008;1737.32;71.56172893;;0.283254174;238.8299224;1;;38.51505969;52869;;3140.86
2005;01-300097;AIJA;  MUNICIPALIDAD PROVINCIAL DE AIJA;AIJA;ANCASH;020201;8.323634955;45157.99;68.41385328;;0.312009544;248.7213953;;1;51.90864237;2251;;45490.93
2005;08-300117;HUALLANCA;  MUNICIPALIDAD DISTRITAL DE HUALLANCA;BOLOGNESI;ANCASH;020508;7.499865325;493366.84;70.3096278;;0.292536877;250.7720866;;1;36.00398414;8279;;520344.98
2005;07-300131;PARIAHUANCA;  MUNICIPALIDAD DISTRITAL DE PARIAHUANCA;CARHUAZ;ANCASH;020607;4.929944782;31011.84;67.49977755;;0.25596235;240.8425149;1;;36.85769916;1520;;31245.18
2005;07-300156;HUACHIS;  MUNICIPALIDAD DISTRITAL DE HUACHIS;HUARI;ANCASH;021007;4.013146354;132362.3;67.192004;;0.217565995;183.2739834;;1;41.96496024;4118;;137240.69
2005;19-300349;SAN JUAN DE TARUCANI;  MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TARUCANI;AREQUIPA;AREQUIPA;040119;5.043854958;187157.58;70.22013875;;0.292199107;297.6489134;1;;44.83119864;2180;;253534.95
2005;24-300354;UCHUMAYO;  MUNICIPALIDAD DISTRITAL DE UCHUMAYO;AREQUIPA;AREQUIPA;040124;10.21604216;1489722.04;72.01257313;;0.441244842;430.4058815;1;;78.87886866;9654;;1525378.7
2005;28-300358;YURA;  MUNICIPALIDAD DISTRITAL DE YURA;AREQUIPA;AREQUIPA;040128;7.832365933;665208.99;71.9565851;;0.383302157;333.2572927;1;;83.3678034;12984;;715943.87
2005;07-300366;QUILCA;  MUNICIPALIDAD DISTRITAL DE QUILCA;CAMANA;AREQUIPA;040207;7.655028164;50952.21;71.2228009;;0.389490065;381.3060289;1;;72.75118007;1043;;58455.43
2005;08-300375;CHAPARRA;  MUNICIPALIDAD DISTRITAL DE CHAPARRA;CARAVELI;AREQUIPA;040308;9.006339472;202474.59;71.38272675;;0.374094058;358.1551801;;1;53.09996325;2876.5;;247315.58
2005;09-300376;HUANUHUANU;  MUNICIPALIDAD DISTRITAL DE HUANUHUANU;CARAVELI;AREQUIPA;040309;7.812193106;228058.09;69.29290198;;0.340725792;298.9652941;;1;62.07780109;2294;;279596.74
2005;09-300389;ORCOPAMPA;  MUNICIPALIDAD DISTRITAL DE ORCOPAMPA;CASTILLA;AREQUIPA;040409;8.910435881;1186592.67;69.67608195;;0.358290518;351.6109576;;1;46.38193363;7676;;2265606.19
2005;04-300398;CALLALLI;  MUNICIPALIDAD DISTRITAL DE CALLALLI;CAYLLOMA;AREQUIPA;040504;5.875495366;141973.27;67.78961679;;0.320841723;308.2410503;1;;64.79325672;2882.5;;159073.52
2005;16-300410;TAPAY;  MUNICIPALIDAD DISTRITAL DE TAPAY;CAYLLOMA;AREQUIPA;040516;3.793906202;47183.97;67.68478094;;0.293401153;285.0050039;;1;99.94744034;754.5;;52904.47
2005;03-300417;CAYARANI;  MUNICIPALIDAD DISTRITAL DE CAYARANI;CONDESUYOS;AREQUIPA;040603;7.08149841;1040912.59;65.69757159;;0.276194683;287.361384;;1;32.22530423;4246;;1218632.34
2005;06-300420;RIO GRANDE;  MUNICIPALIDAD DISTRITAL DE RIO GRANDE;CONDESUYOS;AREQUIPA;040606;8.498396897;441006;71.52255723;;0.401485844;368.2584756;;1;81.11302818;4683.5;;495124.7
2005;06-300513;OYOLO;  MUNICIPALIDAD DISTRITAL DE OYOLO;PAUCAR DEL SARA SARA;AYACUCHO;050806;5.221957451;1606.67;71.23723455;;0.157463733;145.2441283;;1;5.61247774;1148;;1967.94
2005;05-300533;CANARIA;  MUNICIPALIDAD DISTRITAL DE CANARIA;VICTOR FAJARDO;AYACUCHO;051005;7.042675126;61285.37;69.50989755;;0.247817237;185.5012833;;1;30.66783777;3850.5;;131452.64
2005;08-300604;YONAN;  MUNICIPALIDAD DISTRITAL DE YONAN;CONTUMAZA;CAJAMARCA;060508;7.376708185;920889.45;71.46803678;;0.341080277;315.1293833;1;;53.51301292;7823.5;;920889.45
2005;09-300674;SEXI;  MUNICIPALIDAD DISTRITAL DE SEXI;SANTA CRUZ;CAJAMARCA;061309;6.348242164;50211.92;69.5447028;;0.263362675;170.2976356;1;;66.10527034;524.5;;50211.92
2005;07-300746;SUYCKUTAMBO;  MUNICIPALIDAD DISTRITAL DE SUYCKUTAMBO;ESPINAR;CUSCO;080807;3.62975743;304598.42;66.17741225;;0.190138948;153.2569924;;1;35.74250107;3107;;748627.21
2005;06-300797;HUACHOCOLPA;  MUNICIPALIDAD DISTRITAL DE HUACHOCOLPA;HUANCAVELICA;HUANCAVELICA;090106;6.48977444;12840.46;64.96795985;;0.219740372;172.6782284;;1;25.12367903;3082.5;;20322.64
2005;04-300820;CCOCHACCASA;  MUNICIPALIDAD DISTRITAL DE CCOCHACCASA;ANGARAES;HUANCAVELICA;090304;4.611635658;21810.65;66.5337201;;0.192271449;137.7867487;;1;32.71474816;3953.5;;148109.14
2005;09-300850;SAN PEDRO DE CORIS;  MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CORIS;CHURCAMPA;HUANCAVELICA;090509;6.990049416;22223.06;68.329944;;0.217291149;131.2613067;;1;36.88756982;6357.5;;36424
2005;03-300887;CHINCHAO;  MUNICIPALIDAD DISTRITAL DE CHINCHAO;HUANUCO;HUANUCO;100103;2.975329703;0;69.0669942;;0.152658416;141.6637018;1;;15.25687669;25527;;19758.85
2005;07-300952;SAN MIGUEL DE CAURI;  MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE CAURI;LAURICOCHA;HUANUCO;101007;6.408375866;0.13;69.43172854;;0.234155895;165.575553;;1;33.05409519;9632.5;;309876.72
2005;03-300976;CHAVIN;  MUNICIPALIDAD DISTRITAL DE CHAVIN;CHINCHA;ICA;110203;7.55971394;8682.34;71.4800923;;0.319481712;305.6564391;;1;37.98293771;952.5;;14884.69
2005;05-300989;VISTA ALEGRE;  MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE;NASCA;ICA;110305;8.922275931;490290.88;73.1515574;;0.399900248;357.6529166;;1;74.52953575;13475.5;;797261.66
2005;05-300999;PARACAS;  MUNICIPALIDAD DISTRITAL DE PARACAS;PISCO;ICA;110505;10.0308457;143320.95;74.45346293;;0.386469142;348.1729787;1;;52.65268335;2733;1;188929.1
2005;07-301001;SAN CLEMENTE;  MUNICIPALIDAD DISTRITAL DE SAN CLEMENTE;PISCO;ICA;110507;8.581168849;172261.57;74.12418938;;0.379861093;345.2227556;1;;59.57808701;18894.5;;256426.08
2005;12-301010;COLCA;  MUNICIPALIDAD DISTRITAL DE COLCA;HUANCAYO;JUNIN;120112;7.21053837;7449.96;70.7842383;;0.314272;232.5061671;1;;69.61712245;2118;;10059.22
2005;06-301051;VITOC;  MUNICIPALIDAD DISTRITAL DE VITOC;CHANCHAMAYO;JUNIN;120306;7.704214003;12230.49;72.04482703;;0.331348224;285.2615981;;1;51.2406814;4086;;16363.65
2005;06-301057;CURICACA;  MUNICIPALIDAD DISTRITAL DE CURICACA;JAUJA;JUNIN;120406;6.69661373;16145.69;70.7113439;;0.307885268;240.3116545;1;;62.49195266;1893.5;;39394.7
2005;05-301102;LA UNION;  MUNICIPALIDAD DISTRITAL DE LA UNION;TARMA;JUNIN;120705;7.046333328;150356.13;69.8921979;;0.325710395;270.8189197;1;;63.46977007;4659.5;;197687.5
2005;01-301108;LA OROYA;  MUNICIPALIDAD PROVINCIAL DE YAULI - LA OROYA;YAULI;JUNIN;120801;10.23307207;592739.87;72.6811581;1;0.433128149;413.9162589;;;74.86920951;24569.5;;797974.33
2005;03-301110;HUAY-HUAY;  MUNICIPALIDAD DISTRITAL DE HUAY - HUAY;YAULI;JUNIN;120803;9.340760457;47643.73;69.9908159;;0.333728754;288.7051631;;1;44.59190121;1942;;215228.8
2005;04-301111;MARCAPOMACOCHA;  MUNICIPALIDAD DISTRITAL DE MARCAPOMACOCHA;YAULI;JUNIN;120804;7.562397646;29420.66;69.9790998;;0.312719994;255.9124269;1;;52.98358778;1296;;39675.18
2005;10-301117;YAULI;  MUNICIPALIDAD DISTRITAL DE YAULI;YAULI;JUNIN;120810;9.885781326;339454.33;72.06839858;;0.409938017;374.0053404;1;1;71.68337034;6365;;579060.31
2005;01-301171;SAN PEDRO DE LLOC;  MUNICIPALIDAD PROVINCIAL DE PACASMAYO - SAN PEDRO DE LLOC;PACASMAYO;LA LIBERTAD;130701;9.66053258;106185.11;74.16125995;;0.402498565;365.1317824;1;;64.33606345;16910.5;;148491.52
2005;09-301184;PATAZ;  MUNICIPALIDAD DISTRITAL DE PATAZ;PATAZ;LA LIBERTAD;130809;7.090843582;434552.97;69.93870498;;0.258233875;225.3621101;;1;23.8135417;7085;;1009673.52
2005;02-301206;LUCMA;  MUNICIPALIDAD DISTRITAL DE LUCMA;GRAN CHIMU;LA LIBERTAD;131102;4.869878122;35820.6;72.25623225;;0.214940777;204.0722127;1;;16.94941274;5052;;56196.81
2005;03-301211;GUADALUPITO;  MUNICIPALIDAD DISTRITAL DE GUADALUPITO;VIRU;LA LIBERTAD;131203;5.600040704;18810.6;73.70143148;;0.295599194;264.348324;1;;43.7844372;4818;;29631.43
2005;04-301235;MANUEL ANTONIO MESONES MURO;  MUNICIPALIDAD DISTRITAL DE MANUEL ANTONIO MESONES MURO;FERREÑAFE;LAMBAYEQUE;140204;6.26743082;;69.5169192;;0.313149979;286.6080482;1;;56.09030494;4848.5;;0
2005;06-301255;CARABAYLLO;  MUNICIPALIDAD DISTRITAL DE CARABAYLLO;LIMA;LIMA;150106;11.21167988;109307.34;74.7877161;;0.475801162;497.3928116;1;;73.21316737;182295.5;;127816.1
2005;18-301267;LURIGANCHO;  MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA);LIMA;LIMA;150118;10.40082423;127570.32;74.40167268;;0.47793435;518.9436986;;;76.09264523;148455;1;145860.68
2005;19-301268;LURIN;  MUNICIPALIDAD DISTRITAL DE LURIN;LIMA;LIMA;150119;9.729693935;244388.32;74.56266518;;0.457600429;491.280804;1;;70.7423364;56831;;320531.14
2005;23-301272;PACHACAMAC;  MUNICIPALIDAD DISTRITAL DE PACHACAMAC;LIMA;LIMA;150123;9.552535885;243386.74;74.86293408;;0.438154433;450.9214102;1;;66.45766148;51312.5;;312080.12
2005;43-301292;VILLA MARIA DEL TRIUNFO;  MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO;LIMA;LIMA;150143;9.81532335;280347.07;74.6244045;;0.467410635;508.9076636;1;;74.10652859;357065;;414553.06
