AÑO;CODIGO;DISTRITO;MUNICIPALIDAD;PROVINCIA;REGION;UBIGEO;AÑOS DE EDUCACION;CANON MINERO;ESPERANZA DE VIDA;IDH;INGRESO FAMILIAR;METODOS DE EXPLOTACION;POBLACION 18 AÑOS;POBLACION;TOTAL DE TRANSFERENCIAS
2013;13-301513;YANACANCHA;  MUNICIPALIDAD DISTRITAL DE YANACANCHA;PASCO;PASCO;190113;11.35;4600317.23;76.16;0.56;702.26;1.00;82.36;30577.50;6111582.07
2013;01-301701;MOYOBAMBA;  MUNICIPALIDAD PROVINCIAL DE MOYOBAMBA;MOYOBAMBA;SAN MARTIN;220101;7.82;18084.19;73.59;0.45;646.71;1.00;50.68;80195.00;21767.76
2013;07-301784;PALCA;  MUNICIPALIDAD DISTRITAL DE PALCA;TACNA;TACNA;230107;7.90;1213286.16;76.04;0.43;499.08;1.00;59.91;1661.00;2539664.30
2013;05-301808;SAN JACINTO;  MUNICIPALIDAD DISTRITAL DE SAN JACINTO;TUMBES;TUMBES;240105;8.09;;80.11;0.52;671.93;1.00;80.38;8541.50;3299381.04
2014;06-300090;JANGAS;  MUNICIPALIDAD DISTRITAL DE JANGAS;HUARAZ;ANCASH;20106;5.81;3274119.60;78.85;0.37;398.45;1.00;50.94;4902.00;3336710.26
2014;19-300349;SAN JUAN DE TARUCANI;  MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TARUCANI;AREQUIPA;AREQUIPA;40119;5.97;1224232.94;81.63;0.38;412.17;1.00;51.29;2190.50;1604813.10
2014;24-300354;UCHUMAYO;  MUNICIPALIDAD DISTRITAL DE UCHUMAYO;AREQUIPA;AREQUIPA;40124;10.59;15102824.91;79.55;0.61;919.66;1.00;78.89;12148.50;16646549.37
2014;27-300357;YARABAMBA;  MUNICIPALIDAD DISTRITAL DE YARABAMBA;AREQUIPA;AREQUIPA;40127;9.96;12428025.46;79.18;0.57;743.17;1.00;89.13;1119.00;19942814.22
2014;28-300358;YURA;  MUNICIPALIDAD DISTRITAL DE YURA;AREQUIPA;AREQUIPA;40128;8.79;14348031.26;77.16;0.53;706.75;1.00;82.28;23420.50;16285546.58
2014;01-300549;CAJAMARCA;  MUNICIPALIDAD PROVINCIAL DE CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;9.50;46253760.86;72.31;0.54;882.05;1.00;63.29;237613.50;49998760.40
2014;06-300797;HUACHOCOLPA;  MUNICIPALIDAD DISTRITAL DE HUACHOCOLPA;HUANCAVELICA;HUANCAVELICA;90106;6.93;219041.39;65.07;0.40;735.41;1.00;30.92;2929.00;481270.97
2014;03-300887;CHINCHAO;  MUNICIPALIDAD DISTRITAL DE CHINCHAO;HUANUCO;HUANUCO;100103;3.61;1774.35;77.16;0.25;299.47;1.00;21.88;26076.00;22853.66
2014;12-301010;COLCA;  MUNICIPALIDAD DISTRITAL DE COLCA;HUANCAYO;JUNIN;120112;7.21;38128.34;71.34;0.37;400.91;1.00;64.98;2066.50;50646.29
2014;06-301255;CARABAYLLO;  MUNICIPALIDAD DISTRITAL DE CARABAYLLO;LIMA;LIMA;150106;10.01;216905.74;78.74;0.59;906.49;1.00;73.53;284969.50;340455.86
2014;18-301267;LURIGANCHO;  MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA);LIMA;LIMA;150118;10.46;269922.87;79.66;0.63;1021.60;1.00;75.81;210112.00;409220.58
2014;19-301268;LURIN;  MUNICIPALIDAD DISTRITAL DE LURIN;LIMA;LIMA;150119;9.95;101312.59;79.07;0.62;1049.72;1.00;70.90;81003.00;205677.04
2014;23-301272;PACHACAMAC;  MUNICIPALIDAD DISTRITAL DE PACHACAMAC;LIMA;LIMA;150123;9.68;158398.18;78.05;0.57;902.95;1.00;67.62;116172.00;249984.52
2014;43-301292;VILLA MARIA DEL TRIUNFO;  MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO;LIMA;LIMA;150143;9.99;631079.07;79.78;0.62;1014.51;1.00;74.16;437503.50;1020040.22
2014;02-301482;CARUMAS;  MUNICIPALIDAD DISTRITAL DE CARUMAS;MARISCAL NIETO;MOQUEGUA;180102;7.37;16407176.87;75.91;0.50;758.81;1.00;67.52;5478.00;19939451.90
2014;06-301486;TORATA;  MUNICIPALIDAD DISTRITAL DE TORATA;MARISCAL NIETO;MOQUEGUA;180106;9.98;32839467.43;76.63;0.68;1455.63;1.00;71.90;6052.50;44255083.17
2014;04-301504;HUAYLLAY;  MUNICIPALIDAD DISTRITAL DE HUAYLLAY;PASCO;PASCO;190104;10.04;7617606.27;69.87;0.55;882.71;1.00;69.98;11329.50;8749498.56
2014;08-301508;SAN FRANCISCO DE ASIS DE YARUSYACAN;  MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE ASIS DE YARUSYACAN;PASCO;PASCO;190108;8.82;3709635.13;73.15;0.45;526.82;1.00;73.72;10218.50;5386334.94
2014;09-301509;SIMON BOLIVAR;  MUNICIPALIDAD DISTRITAL DE SIMON BOLIVAR;PASCO;PASCO;190109;10.23;2114828.57;75.40;0.56;794.21;1.00;76.35;12329.00;2671524.51
2014;11-301511;TINYAHUARCO;  MUNICIPALIDAD DISTRITAL DE TINYAHUARCO;PASCO;PASCO;190111;10.25;746900.68;76.50;0.55;774.84;1.00;74.14;6262.00;1914428.64
2014;13-301513;YANACANCHA;  MUNICIPALIDAD DISTRITAL DE YANACANCHA;PASCO;PASCO;190113;11.35;3162517.76;76.16;0.56;702.26;1.00;82.36;30577.50;3842422.12
2014;01-301701;MOYOBAMBA;  MUNICIPALIDAD PROVINCIAL DE MOYOBAMBA;MOYOBAMBA;SAN MARTIN;220101;7.82;28129.21;73.59;0.45;646.71;1.00;50.68;80195.00;33634.86
2014;07-301784;PALCA;  MUNICIPALIDAD DISTRITAL DE PALCA;TACNA;TACNA;230107;7.90;4563190.80;76.04;0.43;499.08;1.00;59.91;1661.00;6747505.35
